decorate	verb	en	condecorar	verb	ca	Y
civilisation	noun	en	civilització	noun	ca	Y
dictator	noun	en	dictador	noun	ca	Y
fill in	verb	en	emplenar	verb	ca	Y
floor	noun	en	pis	noun	ca	Y
nationalist	noun	en	nacionalista	noun	ca	Y
fiber	noun	en	fibra	noun	ca	Y
skull	noun	en	calavera	noun	ca	Y
leader	noun	en	líder	noun	ca	Y
Northern Ireland	properNoun	en	Irlanda del Nord	properNoun	ca	Y
oxygen	noun	en	oxigen	noun	ca	Y
connection	noun	en	lligam	noun	ca	Y
utensil	noun	en	recipient	noun	ca	N
beak	noun	en	pic	noun	ca	N
worker	noun	en	empleat	noun	ca	Y
usefulness	noun	en	utilitat	noun	ca	Y
sign	noun	en	signe	noun	ca	Y
bay	noun	en	badia	noun	ca	Y
cut	noun	en	tall	noun	ca	Y
ambiguity	noun	en	ambigüitat	noun	ca	Y
Antartic	properNoun	en	Antàrtida	properNoun	ca	Y
courtyard	noun	en	tribunal	noun	ca	N
Robert	properNoun	en	Roberto	properNoun	ca	N
realism	noun	en	realisme	noun	ca	Y
furniture	noun	en	moble	noun	ca	N
park	verb	en	estacionar	verb	ca	Y
outright	adverb	en	completament	adverb	ca	Y
lottery	noun	en	loteria	noun	ca	Y
afterward	adverb	en	a continuació	adverb	ca	Y
Mississippi	properNoun	en	Mississipí	properNoun	ca	Y
orbit	noun	en	òrbita	noun	ca	Y
demonstration	noun	en	demostració	noun	ca	Y
white	adjective	en	blanc	adjective	ca	Y
renown	noun	en	renom	noun	ca	Y
youngster	noun	en	senyoret	noun	ca	N
nucleus	noun	en	nucli	noun	ca	Y
revolution	noun	en	revolució	noun	ca	Y
dossier	noun	en	expedient	noun	ca	Y
lease	noun	en	arrendament	noun	ca	Y
pressure	noun	en	pressió	noun	ca	Y
pair	noun	en	duo	noun	ca	Y
estimate	verb	en	avaluar	verb	ca	Y
tapestry	noun	en	tapís	noun	ca	Y
armour	noun	en	cuirassa	noun	ca	Y
cook	noun	en	cuiner	noun	ca	Y
path	noun	en	trajectòria	noun	ca	Y
native	noun	en	indígena	noun	ca	Y
thirty	four	numeral	trenta	quatre	numeral	Y
pipe	noun	en	tub	noun	ca	Y
arrival	noun	en	arribada	noun	ca	Y
therapy	noun	en	tractament	noun	ca	Y
twenty	nine	numeral	vint	i	nou	Y
hair	noun	en	pèl	noun	ca	Y
ruler	noun	en	governant	noun	ca	Y
clergyman	noun	en	clergue	noun	ca	Y
traveller	noun	en	viatger	noun	ca	Y
appropriate	adjective	en	adequat	adjective	ca	Y
Eurasia	properNoun	en	Euràsia	properNoun	ca	Y
somewhat	adverb	en	un poc	adverb	ca	Y
morality	noun	en	moralitat	noun	ca	Y
ancestor	noun	en	avantpassat	noun	ca	Y
network	noun	en	xarxa	noun	ca	Y
philologist	noun	en	filòleg	noun	ca	Y
experiment	noun	en	experiència	noun	ca	N
Albania	properNoun	en	Albània	properNoun	ca	Y
strain	verb	en	tesar	verb	ca	Y
ambassador	noun	en	ambaixador	noun	ca	Y
seventy	four	numeral	setanta	quatre	numeral	Y
seventy	nine	numeral	setanta	nou	numeral	Y
plain	noun	en	planura	noun	ca	Y
Ceylon	properNoun	en	Ceilan	properNoun	ca	Y
quality	noun	en	qualitat	noun	ca	Y
layer	noun	en	capa	noun	ca	Y
Buddha	properNoun	en	Buda	properNoun	ca	Y
singing	noun	en	cant	noun	ca	Y
dentist	noun	en	dentista	noun	ca	Y
pile	noun	en	munt	noun	ca	Y
power	noun	en	potència	noun	ca	Y
parody	noun	en	paròdia	noun	ca	Y
plot	noun	en	intriga	noun	ca	N
gross	adjective	en	brut	adjective	ca	Y
descend	verb	en	abaixar	verb	ca	N
jar	noun	en	pot	noun	ca	Y
god	noun	en	déu	noun	ca	Y
terrorist	adjective	en	terrorista	adjective	ca	Y
gentle	adjective	en	dolç	adjective	ca	Y
charge	noun	en	acusació	noun	ca	Y
fame	noun	en	renom	noun	ca	Y
negation	noun	en	negació	noun	ca	Y
forecast	noun	en	pronòstic	noun	ca	Y
master	noun	en	patró	noun	ca	Y
cyclone	noun	en	cicló	noun	ca	Y
degree	noun	en	títol	noun	ca	Y
orthodox	adjective	en	ortodox	adjective	ca	Y
plan	noun	en	plànol	noun	ca	Y
cape	noun	en	cap	noun	ca	Y
delicate	adjective	en	suau	adjective	ca	N
